icd10parent,icd10parentdesc,icd10children1,icd10children1desc,icd10children2,icd10children2desc
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q93,"Monosomies and deletions from the autosomes, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q95,"Balanced rearrangements and structural markers, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q96,Turner's syndrome
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",Q99,"Other chromosome abnormalities, not elsewhere classified"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R00,Abnormalities of heart beat
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R01,Cardiac murmurs and other cardiac sounds
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R03,"Abnormal blood-pressure reading, without diagnosis"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R04,Hemorrhage from respiratory passages
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R05,Cough
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R06,Abnormalities of breathing
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R07,Pain in throat and chest
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R09,Other symptoms and signs involving the circulatory and respiratory system
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R10,Abdominal and pelvic pain
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R11,Nausea and vomiting
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R12,Heartburn
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R13,Aphagia and dysphagia
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R14,Flatulence and related conditions
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R15,Fecal incontinence
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R17,Unspecified jaundice
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R18,Ascites
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R19,Other symptoms and signs involving the digestive system and abdomen
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R20,Disturbances of skin sensation
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R21,Rash and other nonspecific skin eruption
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R22,"Localized swelling, mass and lump of skin and subcutaneous tissue"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R23,Other skin changes
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R25,Abnormal involuntary movements
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R26,Abnormalities of gait and mobility
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R27,Other lack of coordination
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R29,Other symptoms and signs involving the nervous and musculoskeletal systems
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R30,Pain associated with micturition
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R31,Hematuria
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R32,Unspecified urinary incontinence
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R33,Retention of urine
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R34,Anuria and oliguria
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R35,Polyuria
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R36,Urethral discharge
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R37,"Sexual dysfunction, unspecified"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the genitourinary system,R39,Other and unspecified symptoms and signs involving the genitourinary system
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R40,"Somnolence, stupor and coma"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R41,Other symptoms and signs involving cognitive functions and awareness
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R42,Dizziness and giddiness
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R43,Disturbances of smell and taste
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R44,Other symptoms and signs involving general sensations and perceptions
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R45,Symptoms and signs involving emotional state
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior",R46,Symptoms and signs involving appearance and behavior
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,R47,"Speech disturbances, not elsewhere classified"
R00-R99,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
